from_year,to_year,from_seccion,from_seccion_nombre,to_seccion,to_seccion_nombre,count
2013,2015,12,PUNILLA,8,JUAREZ CELMAN,28
2013,2015,14,RIO PRIMERO,13,RIO CUARTO,28
2013,2015,17,ROQUE SAENZ PEÑA,21,SANTA MARIA,28
2013,2015,17,ROQUE SAENZ PEÑA,3,COLON,28
2013,2015,19,SAN JAVIER,21,SANTA MARIA,28
2013,2015,21,SANTA MARIA,9,MARCOS JUAREZ,28
2013,2015,25,TULUMBA,22,SOBREMONTE,28
2013,2015,17,ROQUE SAENZ PEÑA,9,MARCOS JUAREZ,27
2013,2015,2,CALAMUCHITA,8,JUAREZ CELMAN,27
2013,2015,8,JUAREZ CELMAN,19,SAN JAVIER,27
2013,2015,9,MARCOS JUAREZ,19,SAN JAVIER,27
2013,2015,2,CALAMUCHITA,26,UNION,26
2013,2015,20,SAN JUSTO,4,CRUZ DEL EJE,26
2013,2015,3,COLON,8,JUAREZ CELMAN,26
2013,2015,4,CRUZ DEL EJE,13,RIO CUARTO,26
2013,2015,16,RIO SEGUNDO,2,CALAMUCHITA,25
2013,2015,17,ROQUE SAENZ PEÑA,2,CALAMUCHITA,25
2013,2015,18,SAN ALBERTO,21,SANTA MARIA,25
2013,2015,25,TULUMBA,21,SANTA MARIA,25
2013,2015,7,ISCHILIN,6,GRAL SAN MARTIN,25
2013,2015,13,RIO CUARTO,18,SAN ALBERTO,24
2013,2015,13,RIO CUARTO,4,CRUZ DEL EJE,24
2013,2015,14,RIO PRIMERO,25,TULUMBA,24
2013,2015,15,RIO SECO,12,PUNILLA,24
2013,2015,17,ROQUE SAENZ PEÑA,23,TERCERO ARRIBA,24
2013,2015,17,ROQUE SAENZ PEÑA,6,GRAL SAN MARTIN,24
2013,2015,19,SAN JAVIER,23,TERCERO ARRIBA,24
2013,2015,19,SAN JAVIER,26,UNION,24
2013,2015,22,SOBREMONTE,3,COLON,24
2013,2015,23,TERCERO ARRIBA,14,RIO PRIMERO,24
2013,2015,3,COLON,17,ROQUE SAENZ PEÑA,24
2013,2015,5,GENERAL ROCA,3,COLON,24
2013,2015,12,PUNILLA,15,RIO SECO,23
2013,2015,12,PUNILLA,25,TULUMBA,23
2013,2015,16,RIO SEGUNDO,8,JUAREZ CELMAN,23
2013,2015,19,SAN JAVIER,20,SAN JUSTO,23
2013,2015,2,CALAMUCHITA,9,MARCOS JUAREZ,23
2013,2015,20,SAN JUSTO,8,JUAREZ CELMAN,23
2013,2015,22,SOBREMONTE,25,TULUMBA,23
2013,2015,4,CRUZ DEL EJE,19,SAN JAVIER,23
2013,2015,14,RIO PRIMERO,2,CALAMUCHITA,22
2013,2015,19,SAN JAVIER,4,CRUZ DEL EJE,22
2013,2015,21,SANTA MARIA,26,UNION,22
2013,2015,4,CRUZ DEL EJE,23,TERCERO ARRIBA,22
2013,2015,5,GENERAL ROCA,12,PUNILLA,22
2013,2015,2,CALAMUCHITA,16,RIO SEGUNDO,21
2013,2015,26,UNION,14,RIO PRIMERO,21
2013,2015,10,MINAS,3,COLON,20
2013,2015,16,RIO SEGUNDO,25,TULUMBA,20
2013,2015,21,SANTA MARIA,10,MINAS,20
2013,2015,4,CRUZ DEL EJE,18,SAN ALBERTO,20
2013,2015,5,GENERAL ROCA,8,JUAREZ CELMAN,20
2013,2015,19,SAN JAVIER,9,MARCOS JUAREZ,19
2013,2015,21,SANTA MARIA,19,SAN JAVIER,19
2013,2015,25,TULUMBA,4,CRUZ DEL EJE,19
2013,2015,4,CRUZ DEL EJE,14,RIO PRIMERO,19
2013,2015,6,GRAL SAN MARTIN,18,SAN ALBERTO,19
2013,2015,6,GRAL SAN MARTIN,19,SAN JAVIER,19
2013,2015,9,MARCOS JUAREZ,4,CRUZ DEL EJE,19
2013,2015,12,PUNILLA,17,ROQUE SAENZ PEÑA,18
2013,2015,19,SAN JAVIER,16,RIO SEGUNDO,18
2013,2015,2,CALAMUCHITA,14,RIO PRIMERO,18
2013,2015,23,TERCERO ARRIBA,18,SAN ALBERTO,18
2013,2015,23,TERCERO ARRIBA,4,CRUZ DEL EJE,18
2013,2015,24,TOTORAL,21,SANTA MARIA,18
2013,2015,24,TOTORAL,6,GRAL SAN MARTIN,18
2013,2015,26,UNION,4,CRUZ DEL EJE,18
2013,2015,5,GENERAL ROCA,2,CALAMUCHITA,18
2013,2015,5,GENERAL ROCA,20,SAN JUSTO,18
2013,2015,7,ISCHILIN,20,SAN JUSTO,18
2013,2015,14,RIO PRIMERO,19,SAN JAVIER,17
2013,2015,15,RIO SECO,14,RIO PRIMERO,17
2013,2015,18,SAN ALBERTO,8,JUAREZ CELMAN,17
2013,2015,20,SAN JUSTO,24,TOTORAL,17
2013,2015,21,SANTA MARIA,7,ISCHILIN,17
2013,2015,23,TERCERO ARRIBA,15,RIO SECO,17
2013,2015,24,TOTORAL,20,SAN JUSTO,17
2013,2015,4,CRUZ DEL EJE,2,CALAMUCHITA,17
2013,2015,13,RIO CUARTO,14,RIO PRIMERO,16
2013,2015,14,RIO PRIMERO,26,UNION,16
2013,2015,24,TOTORAL,4,CRUZ DEL EJE,16
2013,2015,25,TULUMBA,16,RIO SEGUNDO,16
2013,2015,3,COLON,22,SOBREMONTE,16
2013,2015,11,POCHO,3,COLON,15
2013,2015,15,RIO SECO,20,SAN JUSTO,15
2013,2015,15,RIO SECO,22,SOBREMONTE,15
2013,2015,23,TERCERO ARRIBA,17,ROQUE SAENZ PEÑA,15
2013,2015,24,TOTORAL,15,RIO SECO,15
2013,2015,24,TOTORAL,16,RIO SEGUNDO,15
2013,2015,3,COLON,5,GENERAL ROCA,15
2013,2015,5,GENERAL ROCA,23,TERCERO ARRIBA,15
2013,2015,5,GENERAL ROCA,26,UNION,15
2013,2015,7,ISCHILIN,16,RIO SEGUNDO,15
2013,2015,8,JUAREZ CELMAN,21,SANTA MARIA,15
2013,2015,15,RIO SECO,23,TERCERO ARRIBA,14
2013,2015,15,RIO SECO,9,MARCOS JUAREZ,14
2013,2015,17,ROQUE SAENZ PEÑA,16,RIO SEGUNDO,14
2013,2015,2,CALAMUCHITA,19,SAN JAVIER,14
2013,2015,2,CALAMUCHITA,4,CRUZ DEL EJE,14
2013,2015,20,SAN JUSTO,18,SAN ALBERTO,14
2013,2015,21,SANTA MARIA,24,TOTORAL,14
2013,2015,23,TERCERO ARRIBA,19,SAN JAVIER,14
2013,2015,23,TERCERO ARRIBA,25,TULUMBA,14
2013,2015,5,GENERAL ROCA,9,MARCOS JUAREZ,14
2013,2015,6,GRAL SAN MARTIN,7,ISCHILIN,14
2013,2015,7,ISCHILIN,26,UNION,14
2013,2015,7,ISCHILIN,9,MARCOS JUAREZ,14
2013,2015,9,MARCOS JUAREZ,5,GENERAL ROCA,14
2013,2015,14,RIO PRIMERO,7,ISCHILIN,13
2013,2015,16,RIO SEGUNDO,19,SAN JAVIER,13
2013,2015,17,ROQUE SAENZ PEÑA,19,SAN JAVIER,13
2013,2015,18,SAN ALBERTO,6,GRAL SAN MARTIN,13
2013,2015,20,SAN JUSTO,5,GENERAL ROCA,13
2013,2015,21,SANTA MARIA,18,SAN ALBERTO,13
2013,2015,22,SOBREMONTE,7,ISCHILIN,13
2013,2015,26,UNION,18,SAN ALBERTO,13
2013,2015,6,GRAL SAN MARTIN,25,TULUMBA,13
2013,2015,8,JUAREZ CELMAN,20,SAN JUSTO,13
2013,2015,13,RIO CUARTO,24,TOTORAL,12
2013,2015,16,RIO SEGUNDO,18,SAN ALBERTO,12
2013,2015,19,SAN JAVIER,14,RIO PRIMERO,12
2013,2015,19,SAN JAVIER,2,CALAMUCHITA,12
2013,2015,19,SAN JAVIER,6,GRAL SAN MARTIN,12
2013,2015,2,CALAMUCHITA,17,ROQUE SAENZ PEÑA,12
2013,2015,2,CALAMUCHITA,18,SAN ALBERTO,12
2013,2015,21,SANTA MARIA,17,ROQUE SAENZ PEÑA,12
2013,2015,21,SANTA MARIA,25,TULUMBA,12
2013,2015,4,CRUZ DEL EJE,24,TOTORAL,12
2013,2015,4,CRUZ DEL EJE,9,MARCOS JUAREZ,12
2013,2015,6,GRAL SAN MARTIN,17,ROQUE SAENZ PEÑA,12
2013,2015,6,GRAL SAN MARTIN,24,TOTORAL,12
2013,2015,8,JUAREZ CELMAN,5,GENERAL ROCA,12
2013,2015,10,MINAS,21,SANTA MARIA,11
2013,2015,11,POCHO,13,RIO CUARTO,11
2013,2015,16,RIO SEGUNDO,17,ROQUE SAENZ PEÑA,11
2013,2015,21,SANTA MARIA,11,POCHO,11
2013,2015,21,SANTA MARIA,15,RIO SECO,11
2013,2015,21,SANTA MARIA,8,JUAREZ CELMAN,11
2013,2015,22,SOBREMONTE,12,PUNILLA,11
2013,2015,23,TERCERO ARRIBA,5,GENERAL ROCA,11
2013,2015,24,TOTORAL,13,RIO CUARTO,11
2013,2015,26,UNION,5,GENERAL ROCA,11
2013,2015,4,CRUZ DEL EJE,26,UNION,11
2013,2015,7,ISCHILIN,13,RIO CUARTO,11
2013,2015,7,ISCHILIN,2,CALAMUCHITA,11
2013,2015,7,ISCHILIN,22,SOBREMONTE,11
2013,2015,12,PUNILLA,22,SOBREMONTE,10
2013,2015,14,RIO PRIMERO,15,RIO SECO,10
2013,2015,14,RIO PRIMERO,8,JUAREZ CELMAN,10
2013,2015,15,RIO SECO,6,GRAL SAN MARTIN,10
2013,2015,16,RIO SEGUNDO,7,ISCHILIN,10
2013,2015,17,ROQUE SAENZ PEÑA,18,SAN ALBERTO,10
2013,2015,19,SAN JAVIER,7,ISCHILIN,10
2013,2015,20,SAN JUSTO,7,ISCHILIN,10
2013,2015,25,TULUMBA,6,GRAL SAN MARTIN,10
2013,2015,4,CRUZ DEL EJE,25,TULUMBA,10
2013,2015,5,GENERAL ROCA,16,RIO SEGUNDO,10
2013,2015,7,ISCHILIN,14,RIO PRIMERO,10
2013,2015,7,ISCHILIN,19,SAN JAVIER,10
2013,2015,13,RIO CUARTO,7,ISCHILIN,9
2013,2015,15,RIO SECO,16,RIO SEGUNDO,9
2013,2015,18,SAN ALBERTO,4,CRUZ DEL EJE,9
2013,2015,23,TERCERO ARRIBA,24,TOTORAL,9
2013,2015,26,UNION,7,ISCHILIN,9
2013,2015,4,CRUZ DEL EJE,11,POCHO,9
2013,2015,4,CRUZ DEL EJE,15,RIO SECO,9
2013,2015,5,GENERAL ROCA,21,SANTA MARIA,9
2013,2015,6,GRAL SAN MARTIN,5,GENERAL ROCA,9
2013,2015,7,ISCHILIN,18,SAN ALBERTO,9
2013,2015,7,ISCHILIN,23,TERCERO ARRIBA,9
2013,2015,9,MARCOS JUAREZ,18,SAN ALBERTO,9
2013,2015,10,MINAS,18,SAN ALBERTO,8
2013,2015,12,PUNILLA,5,GENERAL ROCA,8
2013,2015,15,RIO SECO,4,CRUZ DEL EJE,8
2013,2015,15,RIO SECO,7,ISCHILIN,8
2013,2015,16,RIO SEGUNDO,15,RIO SECO,8
2013,2015,16,RIO SEGUNDO,24,TOTORAL,8
2013,2015,18,SAN ALBERTO,10,MINAS,8
2013,2015,18,SAN ALBERTO,23,TERCERO ARRIBA,8
2013,2015,19,SAN JAVIER,24,TOTORAL,8
2013,2015,20,SAN JUSTO,15,RIO SECO,8
2013,2015,20,SAN JUSTO,25,TULUMBA,8
2013,2015,26,UNION,25,TULUMBA,8
2013,2015,5,GENERAL ROCA,6,GRAL SAN MARTIN,8
2013,2015,9,MARCOS JUAREZ,24,TOTORAL,8
2013,2015,9,MARCOS JUAREZ,7,ISCHILIN,8
2013,2015,10,MINAS,19,SAN JAVIER,7
2013,2015,11,POCHO,21,SANTA MARIA,7
2013,2015,11,POCHO,4,CRUZ DEL EJE,7
2013,2015,14,RIO PRIMERO,9,MARCOS JUAREZ,7
2013,2015,18,SAN ALBERTO,16,RIO SEGUNDO,7
2013,2015,18,SAN ALBERTO,20,SAN JUSTO,7
2013,2015,18,SAN ALBERTO,26,UNION,7
2013,2015,2,CALAMUCHITA,7,ISCHILIN,7
2013,2015,20,SAN JUSTO,17,ROQUE SAENZ PEÑA,7
2013,2015,21,SANTA MARIA,5,GENERAL ROCA,7
2013,2015,22,SOBREMONTE,6,GRAL SAN MARTIN,7
2013,2015,23,TERCERO ARRIBA,7,ISCHILIN,7
2013,2015,24,TOTORAL,19,SAN JAVIER,7
2013,2015,25,TULUMBA,23,TERCERO ARRIBA,7
2013,2015,25,TULUMBA,26,UNION,7
2013,2015,5,GENERAL ROCA,19,SAN JAVIER,7
2013,2015,9,MARCOS JUAREZ,14,RIO PRIMERO,7
2013,2015,13,RIO CUARTO,15,RIO SECO,6
2013,2015,15,RIO SECO,19,SAN JAVIER,6
2013,2015,15,RIO SECO,2,CALAMUCHITA,6
2013,2015,15,RIO SECO,26,UNION,6
2013,2015,17,ROQUE SAENZ PEÑA,20,SAN JUSTO,6
2013,2015,18,SAN ALBERTO,5,GENERAL ROCA,6
2013,2015,19,SAN JAVIER,10,MINAS,6
2013,2015,19,SAN JAVIER,17,ROQUE SAENZ PEÑA,6
2013,2015,2,CALAMUCHITA,24,TOTORAL,6
2013,2015,22,SOBREMONTE,13,RIO CUARTO,6
2013,2015,24,TOTORAL,2,CALAMUCHITA,6
2013,2015,25,TULUMBA,13,RIO CUARTO,6
2013,2015,25,TULUMBA,18,SAN ALBERTO,6
2013,2015,25,TULUMBA,20,SAN JUSTO,6
2013,2015,5,GENERAL ROCA,4,CRUZ DEL EJE,6
2013,2015,6,GRAL SAN MARTIN,15,RIO SECO,6
2013,2015,8,JUAREZ CELMAN,14,RIO PRIMERO,6
2013,2015,8,JUAREZ CELMAN,18,SAN ALBERTO,6
2013,2015,8,JUAREZ CELMAN,4,CRUZ DEL EJE,6
2013,2015,9,MARCOS JUAREZ,15,RIO SECO,6
2013,2015,9,MARCOS JUAREZ,25,TULUMBA,6
2013,2015,10,MINAS,2,CALAMUCHITA,5
2013,2015,11,POCHO,23,TERCERO ARRIBA,5
2013,2015,11,POCHO,6,GRAL SAN MARTIN,5
2013,2015,13,RIO CUARTO,11,POCHO,5
2013,2015,13,RIO CUARTO,25,TULUMBA,5
2013,2015,17,ROQUE SAENZ PEÑA,14,RIO PRIMERO,5
2013,2015,18,SAN ALBERTO,14,RIO PRIMERO,5
2013,2015,18,SAN ALBERTO,7,ISCHILIN,5
2013,2015,18,SAN ALBERTO,9,MARCOS JUAREZ,5
2013,2015,2,CALAMUCHITA,5,GENERAL ROCA,5
2013,2015,22,SOBREMONTE,21,SANTA MARIA,5
2013,2015,25,TULUMBA,19,SAN JAVIER,5
2013,2015,4,CRUZ DEL EJE,8,JUAREZ CELMAN,5
2013,2015,7,ISCHILIN,15,RIO SECO,5
2013,2015,7,ISCHILIN,17,ROQUE SAENZ PEÑA,5
2013,2015,11,POCHO,20,SAN JUSTO,4
2013,2015,13,RIO CUARTO,22,SOBREMONTE,4
2013,2015,15,RIO SECO,13,RIO CUARTO,4
2013,2015,17,ROQUE SAENZ PEÑA,24,TOTORAL,4
2013,2015,18,SAN ALBERTO,24,TOTORAL,4
2013,2015,19,SAN JAVIER,5,GENERAL ROCA,4
2013,2015,22,SOBREMONTE,23,TERCERO ARRIBA,4
2013,2015,22,SOBREMONTE,24,TOTORAL,4
2013,2015,23,TERCERO ARRIBA,22,SOBREMONTE,4
2013,2015,24,TOTORAL,22,SOBREMONTE,4
2013,2015,24,TOTORAL,23,TERCERO ARRIBA,4
2013,2015,24,TOTORAL,26,UNION,4
2013,2015,25,TULUMBA,2,CALAMUCHITA,4
2013,2015,25,TULUMBA,9,MARCOS JUAREZ,4
2013,2015,26,UNION,15,RIO SECO,4
2013,2015,5,GENERAL ROCA,18,SAN ALBERTO,4
2013,2015,6,GRAL SAN MARTIN,22,SOBREMONTE,4
2013,2015,8,JUAREZ CELMAN,7,ISCHILIN,4
2013,2015,10,MINAS,14,RIO PRIMERO,3
2013,2015,10,MINAS,16,RIO SEGUNDO,3
2013,2015,11,POCHO,14,RIO PRIMERO,3
2013,2015,11,POCHO,16,RIO SEGUNDO,3
2013,2015,13,RIO CUARTO,10,MINAS,3
2013,2015,14,RIO PRIMERO,10,MINAS,3
2013,2015,15,RIO SECO,17,ROQUE SAENZ PEÑA,3
2013,2015,16,RIO SEGUNDO,10,MINAS,3
2013,2015,16,RIO SEGUNDO,22,SOBREMONTE,3
2013,2015,16,RIO SEGUNDO,5,GENERAL ROCA,3
2013,2015,18,SAN ALBERTO,17,ROQUE SAENZ PEÑA,3
2013,2015,18,SAN ALBERTO,25,TULUMBA,3
2013,2015,19,SAN JAVIER,15,RIO SECO,3
2013,2015,19,SAN JAVIER,25,TULUMBA,3
2013,2015,2,CALAMUCHITA,15,RIO SECO,3
2013,2015,20,SAN JUSTO,11,POCHO,3
2013,2015,22,SOBREMONTE,18,SAN ALBERTO,3
2013,2015,23,TERCERO ARRIBA,11,POCHO,3
2013,2015,24,TOTORAL,9,MARCOS JUAREZ,3
2013,2015,25,TULUMBA,5,GENERAL ROCA,3
2013,2015,26,UNION,22,SOBREMONTE,3
2013,2015,4,CRUZ DEL EJE,17,ROQUE SAENZ PEÑA,3
2013,2015,4,CRUZ DEL EJE,22,SOBREMONTE,3
2013,2015,4,CRUZ DEL EJE,5,GENERAL ROCA,3
2013,2015,5,GENERAL ROCA,14,RIO PRIMERO,3
2013,2015,6,GRAL SAN MARTIN,10,MINAS,3
2013,2015,7,ISCHILIN,8,JUAREZ CELMAN,3
2013,2015,10,MINAS,13,RIO CUARTO,2
2013,2015,10,MINAS,20,SAN JUSTO,2
2013,2015,10,MINAS,23,TERCERO ARRIBA,2
2013,2015,10,MINAS,6,GRAL SAN MARTIN,2
2013,2015,11,POCHO,26,UNION,2
2013,2015,11,POCHO,5,GENERAL ROCA,2
2013,2015,11,POCHO,7,ISCHILIN,2
2013,2015,14,RIO PRIMERO,17,ROQUE SAENZ PEÑA,2
2013,2015,14,RIO PRIMERO,18,SAN ALBERTO,2
2013,2015,14,RIO PRIMERO,5,GENERAL ROCA,2
2013,2015,15,RIO SECO,10,MINAS,2
2013,2015,15,RIO SECO,8,JUAREZ CELMAN,2
2013,2015,16,RIO SEGUNDO,11,POCHO,2
2013,2015,17,ROQUE SAENZ PEÑA,25,TULUMBA,2
2013,2015,17,ROQUE SAENZ PEÑA,4,CRUZ DEL EJE,2
2013,2015,17,ROQUE SAENZ PEÑA,7,ISCHILIN,2
2013,2015,18,SAN ALBERTO,22,SOBREMONTE,2
2013,2015,22,SOBREMONTE,16,RIO SEGUNDO,2
2013,2015,22,SOBREMONTE,26,UNION,2
2013,2015,22,SOBREMONTE,5,GENERAL ROCA,2
2013,2015,22,SOBREMONTE,9,MARCOS JUAREZ,2
2013,2015,23,TERCERO ARRIBA,10,MINAS,2
2013,2015,24,TOTORAL,18,SAN ALBERTO,2
2013,2015,24,TOTORAL,8,JUAREZ CELMAN,2
2013,2015,25,TULUMBA,17,ROQUE SAENZ PEÑA,2
2013,2015,25,TULUMBA,8,JUAREZ CELMAN,2
2013,2015,26,UNION,24,TOTORAL,2
2013,2015,5,GENERAL ROCA,10,MINAS,2
2013,2015,5,GENERAL ROCA,15,RIO SECO,2
2013,2015,5,GENERAL ROCA,22,SOBREMONTE,2
2013,2015,5,GENERAL ROCA,7,ISCHILIN,2
2013,2015,6,GRAL SAN MARTIN,11,POCHO,2
2013,2015,7,ISCHILIN,10,MINAS,2
2013,2015,8,JUAREZ CELMAN,15,RIO SECO,2
2013,2015,8,JUAREZ CELMAN,24,TOTORAL,2
2013,2015,9,MARCOS JUAREZ,22,SOBREMONTE,2
2013,2015,10,MINAS,15,RIO SECO,1
2013,2015,10,MINAS,5,GENERAL ROCA,1
2013,2015,11,POCHO,15,RIO SECO,1
2013,2015,11,POCHO,17,ROQUE SAENZ PEÑA,1
2013,2015,11,POCHO,2,CALAMUCHITA,1
2013,2015,11,POCHO,24,TOTORAL,1
2013,2015,14,RIO PRIMERO,11,POCHO,1
2013,2015,14,RIO PRIMERO,22,SOBREMONTE,1
2013,2015,15,RIO SECO,11,POCHO,1
2013,2015,15,RIO SECO,18,SAN ALBERTO,1
2013,2015,15,RIO SECO,5,GENERAL ROCA,1
2013,2015,17,ROQUE SAENZ PEÑA,15,RIO SECO,1
2013,2015,19,SAN JAVIER,22,SOBREMONTE,1
2013,2015,2,CALAMUCHITA,10,MINAS,1
2013,2015,2,CALAMUCHITA,25,TULUMBA,1
2013,2015,20,SAN JUSTO,10,MINAS,1
2013,2015,22,SOBREMONTE,14,RIO PRIMERO,1
2013,2015,22,SOBREMONTE,20,SAN JUSTO,1
2013,2015,22,SOBREMONTE,4,CRUZ DEL EJE,1
2013,2015,24,TOTORAL,17,ROQUE SAENZ PEÑA,1
2013,2015,26,UNION,11,POCHO,1
2013,2015,5,GENERAL ROCA,11,POCHO,1
2013,2015,5,GENERAL ROCA,24,TOTORAL,1
2013,2015,5,GENERAL ROCA,25,TULUMBA,1
2013,2015,7,ISCHILIN,5,GENERAL ROCA,1
2013,2015,8,JUAREZ CELMAN,25,TULUMBA,1
2013,2015,9,MARCOS JUAREZ,10,MINAS,1
2013,2015,9,MARCOS JUAREZ,11,POCHO,1
2015,2017,1,CAPITAL,1,CAPITAL,1031039
2015,2017,13,RIO CUARTO,13,RIO CUARTO,200293
2015,2017,3,COLON,3,COLON,192861
2015,2017,20,SAN JUSTO,20,SAN JUSTO,166332
2015,2017,12,PUNILLA,12,PUNILLA,148540
2015,2017,6,GRAL SAN MARTIN,6,GRAL SAN MARTIN,105576
2015,2017,23,TERCERO ARRIBA,23,TERCERO ARRIBA,91546
2015,2017,26,UNION,26,UNION,85715
2015,2017,16,RIO SEGUNDO,16,RIO SEGUNDO,83574
2015,2017,9,MARCOS JUAREZ,9,MARCOS JUAREZ,82481
2015,2017,21,SANTA MARIA,21,SANTA MARIA,81910
2015,2017,8,JUAREZ CELMAN,8,JUAREZ CELMAN,48227
2015,2017,2,CALAMUCHITA,2,CALAMUCHITA,45108
2015,2017,4,CRUZ DEL EJE,4,CRUZ DEL EJE,44050
2015,2017,19,SAN JAVIER,19,SAN JAVIER,42942
2015,2017,14,RIO PRIMERO,14,RIO PRIMERO,37761
2015,2017,18,SAN ALBERTO,18,SAN ALBERTO,30206
2015,2017,17,ROQUE SAENZ PEÑA,17,ROQUE SAENZ PEÑA,28521
2015,2017,5,GENERAL ROCA,5,GENERAL ROCA,26587
2015,2017,7,ISCHILIN,7,ISCHILIN,25111
2015,2017,24,TOTORAL,24,TOTORAL,15040
2015,2017,1,CAPITAL,3,COLON,11991
2015,2017,15,RIO SECO,15,RIO SECO,11511
2015,2017,25,TULUMBA,25,TULUMBA,10993
2015,2017,3,COLON,1,CAPITAL,4805
2015,2017,10,MINAS,10,MINAS,4504
2015,2017,11,POCHO,11,POCHO,4210
2015,2017,1,CAPITAL,21,SANTA MARIA,4109
2015,2017,1,CAPITAL,12,PUNILLA,4069
2015,2017,22,SOBREMONTE,22,SOBREMONTE,3708
2015,2017,12,PUNILLA,1,CAPITAL,2327
2015,2017,21,SANTA MARIA,1,CAPITAL,1352
2015,2017,20,SAN JUSTO,1,CAPITAL,1001
2015,2017,13,RIO CUARTO,1,CAPITAL,906
2015,2017,1,CAPITAL,4,CRUZ DEL EJE,888
2015,2017,1,CAPITAL,16,RIO SEGUNDO,874
2015,2017,1,CAPITAL,20,SAN JUSTO,825
2015,2017,1,CAPITAL,13,RIO CUARTO,809
2015,2017,4,CRUZ DEL EJE,1,CAPITAL,756
2015,2017,16,RIO SEGUNDO,1,CAPITAL,670
2015,2017,1,CAPITAL,14,RIO PRIMERO,654
2015,2017,1,CAPITAL,2,CALAMUCHITA,632
2015,2017,23,TERCERO ARRIBA,1,CAPITAL,606
2015,2017,1,CAPITAL,6,GRAL SAN MARTIN,557
2015,2017,26,UNION,6,GRAL SAN MARTIN,514
2015,2017,1,CAPITAL,23,TERCERO ARRIBA,506
2015,2017,6,GRAL SAN MARTIN,1,CAPITAL,486
2015,2017,3,COLON,12,PUNILLA,470
2015,2017,1,CAPITAL,18,SAN ALBERTO,457
2015,2017,19,SAN JAVIER,18,SAN ALBERTO,451
2015,2017,14,RIO PRIMERO,1,CAPITAL,445
2015,2017,26,UNION,1,CAPITAL,440
2015,2017,12,PUNILLA,21,SANTA MARIA,433
2015,2017,8,JUAREZ CELMAN,13,RIO CUARTO,424
2015,2017,19,SAN JAVIER,1,CAPITAL,421
2015,2017,1,CAPITAL,19,SAN JAVIER,417
2015,2017,18,SAN ALBERTO,19,SAN JAVIER,414
2015,2017,1,CAPITAL,7,ISCHILIN,407
2015,2017,13,RIO CUARTO,8,JUAREZ CELMAN,404
2015,2017,23,TERCERO ARRIBA,6,GRAL SAN MARTIN,401
2015,2017,26,UNION,9,MARCOS JUAREZ,398
2015,2017,9,MARCOS JUAREZ,1,CAPITAL,398
2015,2017,6,GRAL SAN MARTIN,26,UNION,391
2015,2017,7,ISCHILIN,1,CAPITAL,387
2015,2017,4,CRUZ DEL EJE,12,PUNILLA,378
2015,2017,12,PUNILLA,3,COLON,364
2015,2017,9,MARCOS JUAREZ,26,UNION,358
2015,2017,2,CALAMUCHITA,1,CAPITAL,357
2015,2017,1,CAPITAL,9,MARCOS JUAREZ,353
2015,2017,1,CAPITAL,26,UNION,344
2015,2017,12,PUNILLA,4,CRUZ DEL EJE,343
2015,2017,25,TULUMBA,1,CAPITAL,335
2015,2017,3,COLON,24,TOTORAL,327
2015,2017,18,SAN ALBERTO,1,CAPITAL,304
2015,2017,13,RIO CUARTO,2,CALAMUCHITA,281
2015,2017,1,CAPITAL,25,TULUMBA,273
2015,2017,23,TERCERO ARRIBA,2,CALAMUCHITA,269
2015,2017,16,RIO SEGUNDO,20,SAN JUSTO,260
2015,2017,20,SAN JUSTO,12,PUNILLA,257
2015,2017,6,GRAL SAN MARTIN,23,TERCERO ARRIBA,256
2015,2017,20,SAN JUSTO,16,RIO SEGUNDO,240
2015,2017,15,RIO SECO,1,CAPITAL,239
2015,2017,2,CALAMUCHITA,23,TERCERO ARRIBA,238
2015,2017,5,GENERAL ROCA,13,RIO CUARTO,235
2015,2017,21,SANTA MARIA,12,PUNILLA,216
2015,2017,16,RIO SEGUNDO,6,GRAL SAN MARTIN,214
2015,2017,14,RIO PRIMERO,20,SAN JUSTO,213
2015,2017,3,COLON,21,SANTA MARIA,213
2015,2017,14,RIO PRIMERO,3,COLON,210
2015,2017,24,TOTORAL,3,COLON,210
2015,2017,2,CALAMUCHITA,13,RIO CUARTO,206
2015,2017,20,SAN JUSTO,3,COLON,194
2015,2017,1,CAPITAL,24,TOTORAL,189
2015,2017,20,SAN JUSTO,6,GRAL SAN MARTIN,187
2015,2017,1,CAPITAL,15,RIO SECO,182
2015,2017,8,JUAREZ CELMAN,1,CAPITAL,177
2015,2017,8,JUAREZ CELMAN,6,GRAL SAN MARTIN,175
2015,2017,24,TOTORAL,1,CAPITAL,172
2015,2017,13,RIO CUARTO,23,TERCERO ARRIBA,166
2015,2017,23,TERCERO ARRIBA,16,RIO SEGUNDO,166
2015,2017,20,SAN JUSTO,14,RIO PRIMERO,163
2015,2017,10,MINAS,1,CAPITAL,159
2015,2017,7,ISCHILIN,3,COLON,159
2015,2017,1,CAPITAL,10,MINAS,157
2015,2017,3,COLON,4,CRUZ DEL EJE,156
2015,2017,4,CRUZ DEL EJE,3,COLON,154
2015,2017,3,COLON,14,RIO PRIMERO,148
2015,2017,23,TERCERO ARRIBA,13,RIO CUARTO,146
2015,2017,17,ROQUE SAENZ PEÑA,1,CAPITAL,145
2015,2017,17,ROQUE SAENZ PEÑA,13,RIO CUARTO,145
2015,2017,1,CAPITAL,8,JUAREZ CELMAN,143
2015,2017,12,PUNILLA,20,SAN JUSTO,143
