from_year,to_year,from_seccion,from_seccion_nombre,to_seccion,to_seccion_nombre,count
2011,2013,4,CRUZ DEL EJE,18,SAN ALBERTO,7
2011,2013,4,CRUZ DEL EJE,26,UNION,7
2011,2013,4,CRUZ DEL EJE,8,JUAREZ CELMAN,7
2011,2013,5,GENERAL ROCA,19,SAN JAVIER,7
2011,2013,6,GRAL SAN MARTIN,25,TULUMBA,7
2011,2013,8,JUAREZ CELMAN,14,RIO PRIMERO,7
2011,2013,8,JUAREZ CELMAN,5,GENERAL ROCA,7
2011,2013,15,RIO SECO,9,MARCOS JUAREZ,6
2011,2013,16,RIO SEGUNDO,15,RIO SECO,6
2011,2013,16,RIO SEGUNDO,17,ROQUE SAENZ PEÑA,6
2011,2013,16,RIO SEGUNDO,24,TOTORAL,6
2011,2013,17,ROQUE SAENZ PEÑA,18,SAN ALBERTO,6
2011,2013,17,ROQUE SAENZ PEÑA,19,SAN JAVIER,6
2011,2013,18,SAN ALBERTO,10,MINAS,6
2011,2013,18,SAN ALBERTO,8,JUAREZ CELMAN,6
2011,2013,19,SAN JAVIER,16,RIO SEGUNDO,6
2011,2013,21,SANTA MARIA,5,GENERAL ROCA,6
2011,2013,23,TERCERO ARRIBA,18,SAN ALBERTO,6
2011,2013,24,TOTORAL,16,RIO SEGUNDO,6
2011,2013,24,TOTORAL,19,SAN JAVIER,6
2011,2013,25,TULUMBA,13,RIO CUARTO,6
2011,2013,4,CRUZ DEL EJE,2,CALAMUCHITA,6
2011,2013,6,GRAL SAN MARTIN,22,SOBREMONTE,6
2011,2013,6,GRAL SAN MARTIN,24,TOTORAL,6
2011,2013,8,JUAREZ CELMAN,4,CRUZ DEL EJE,6
2011,2013,9,MARCOS JUAREZ,15,RIO SECO,6
2011,2013,9,MARCOS JUAREZ,18,SAN ALBERTO,6
2011,2013,9,MARCOS JUAREZ,24,TOTORAL,6
2011,2013,10,MINAS,18,SAN ALBERTO,5
2011,2013,14,RIO PRIMERO,15,RIO SECO,5
2011,2013,15,RIO SECO,16,RIO SEGUNDO,5
2011,2013,16,RIO SEGUNDO,7,ISCHILIN,5
2011,2013,17,ROQUE SAENZ PEÑA,7,ISCHILIN,5
2011,2013,18,SAN ALBERTO,24,TOTORAL,5
2011,2013,2,CALAMUCHITA,15,RIO SECO,5
2011,2013,2,CALAMUCHITA,24,TOTORAL,5
2011,2013,2,CALAMUCHITA,5,GENERAL ROCA,5
2011,2013,20,SAN JUSTO,15,RIO SECO,5
2011,2013,22,SOBREMONTE,24,TOTORAL,5
2011,2013,22,SOBREMONTE,6,GRAL SAN MARTIN,5
2011,2013,23,TERCERO ARRIBA,7,ISCHILIN,5
2011,2013,4,CRUZ DEL EJE,17,ROQUE SAENZ PEÑA,5
2011,2013,5,GENERAL ROCA,16,RIO SEGUNDO,5
2011,2013,6,GRAL SAN MARTIN,17,ROQUE SAENZ PEÑA,5
2011,2013,6,GRAL SAN MARTIN,18,SAN ALBERTO,5
2011,2013,10,MINAS,6,GRAL SAN MARTIN,4
2011,2013,11,POCHO,14,RIO PRIMERO,4
2011,2013,11,POCHO,4,CRUZ DEL EJE,4
2011,2013,13,RIO CUARTO,15,RIO SECO,4
2011,2013,13,RIO CUARTO,22,SOBREMONTE,4
2011,2013,13,RIO CUARTO,25,TULUMBA,4
2011,2013,15,RIO SECO,19,SAN JAVIER,4
2011,2013,18,SAN ALBERTO,14,RIO PRIMERO,4
2011,2013,19,SAN JAVIER,15,RIO SECO,4
2011,2013,2,CALAMUCHITA,18,SAN ALBERTO,4
2011,2013,22,SOBREMONTE,13,RIO CUARTO,4
2011,2013,24,TOTORAL,26,UNION,4
2011,2013,25,TULUMBA,9,MARCOS JUAREZ,4
2011,2013,26,UNION,15,RIO SECO,4
2011,2013,26,UNION,25,TULUMBA,4
2011,2013,4,CRUZ DEL EJE,11,POCHO,4
2011,2013,4,CRUZ DEL EJE,22,SOBREMONTE,4
2011,2013,4,CRUZ DEL EJE,5,GENERAL ROCA,4
2011,2013,5,GENERAL ROCA,18,SAN ALBERTO,4
2011,2013,8,JUAREZ CELMAN,18,SAN ALBERTO,4
2011,2013,9,MARCOS JUAREZ,14,RIO PRIMERO,4
2011,2013,10,MINAS,16,RIO SEGUNDO,3
2011,2013,14,RIO PRIMERO,11,POCHO,3
2011,2013,14,RIO PRIMERO,17,ROQUE SAENZ PEÑA,3
2011,2013,14,RIO PRIMERO,18,SAN ALBERTO,3
2011,2013,14,RIO PRIMERO,5,GENERAL ROCA,3
2011,2013,15,RIO SECO,17,ROQUE SAENZ PEÑA,3
2011,2013,15,RIO SECO,26,UNION,3
2011,2013,15,RIO SECO,7,ISCHILIN,3
2011,2013,16,RIO SEGUNDO,22,SOBREMONTE,3
2011,2013,17,ROQUE SAENZ PEÑA,14,RIO PRIMERO,3
2011,2013,17,ROQUE SAENZ PEÑA,4,CRUZ DEL EJE,3
2011,2013,18,SAN ALBERTO,17,ROQUE SAENZ PEÑA,3
2011,2013,18,SAN ALBERTO,23,TERCERO ARRIBA,3
2011,2013,18,SAN ALBERTO,25,TULUMBA,3
2011,2013,18,SAN ALBERTO,9,MARCOS JUAREZ,3
2011,2013,19,SAN JAVIER,25,TULUMBA,3
2011,2013,20,SAN JUSTO,17,ROQUE SAENZ PEÑA,3
2011,2013,21,SANTA MARIA,11,POCHO,3
2011,2013,22,SOBREMONTE,23,TERCERO ARRIBA,3
2011,2013,22,SOBREMONTE,9,MARCOS JUAREZ,3
2011,2013,23,TERCERO ARRIBA,11,POCHO,3
2011,2013,24,TOTORAL,2,CALAMUCHITA,3
2011,2013,24,TOTORAL,9,MARCOS JUAREZ,3
2011,2013,25,TULUMBA,17,ROQUE SAENZ PEÑA,3
2011,2013,25,TULUMBA,19,SAN JAVIER,3
2011,2013,25,TULUMBA,5,GENERAL ROCA,3
2011,2013,5,GENERAL ROCA,7,ISCHILIN,3
2011,2013,6,GRAL SAN MARTIN,11,POCHO,3
2011,2013,7,ISCHILIN,15,RIO SECO,3
2011,2013,7,ISCHILIN,17,ROQUE SAENZ PEÑA,3
2011,2013,7,ISCHILIN,22,SOBREMONTE,3
2011,2013,10,MINAS,13,RIO CUARTO,2
2011,2013,10,MINAS,14,RIO PRIMERO,2
2011,2013,10,MINAS,20,SAN JUSTO,2
2011,2013,11,POCHO,23,TERCERO ARRIBA,2
2011,2013,11,POCHO,6,GRAL SAN MARTIN,2
2011,2013,13,RIO CUARTO,10,MINAS,2
2011,2013,14,RIO PRIMERO,10,MINAS,2
2011,2013,14,RIO PRIMERO,22,SOBREMONTE,2
2011,2013,15,RIO SECO,2,CALAMUCHITA,2
2011,2013,17,ROQUE SAENZ PEÑA,24,TOTORAL,2
2011,2013,17,ROQUE SAENZ PEÑA,25,TULUMBA,2
2011,2013,18,SAN ALBERTO,5,GENERAL ROCA,2
2011,2013,18,SAN ALBERTO,7,ISCHILIN,2
2011,2013,19,SAN JAVIER,10,MINAS,2
2011,2013,19,SAN JAVIER,5,GENERAL ROCA,2
2011,2013,2,CALAMUCHITA,25,TULUMBA,2
2011,2013,20,SAN JUSTO,11,POCHO,2
2011,2013,22,SOBREMONTE,16,RIO SEGUNDO,2
2011,2013,22,SOBREMONTE,20,SAN JUSTO,2
2011,2013,22,SOBREMONTE,21,SANTA MARIA,2
2011,2013,22,SOBREMONTE,26,UNION,2
2011,2013,22,SOBREMONTE,4,CRUZ DEL EJE,2
2011,2013,22,SOBREMONTE,5,GENERAL ROCA,2
2011,2013,24,TOTORAL,8,JUAREZ CELMAN,2
2011,2013,25,TULUMBA,2,CALAMUCHITA,2
2011,2013,5,GENERAL ROCA,14,RIO PRIMERO,2
2011,2013,5,GENERAL ROCA,22,SOBREMONTE,2
2011,2013,5,GENERAL ROCA,25,TULUMBA,2
2011,2013,7,ISCHILIN,18,SAN ALBERTO,2
2011,2013,7,ISCHILIN,5,GENERAL ROCA,2
2011,2013,7,ISCHILIN,8,JUAREZ CELMAN,2
2011,2013,8,JUAREZ CELMAN,7,ISCHILIN,2
2011,2013,9,MARCOS JUAREZ,25,TULUMBA,2
2011,2013,10,MINAS,15,RIO SECO,1
2011,2013,10,MINAS,23,TERCERO ARRIBA,1
2011,2013,10,MINAS,5,GENERAL ROCA,1
2011,2013,10,MINAS,8,JUAREZ CELMAN,1
2011,2013,11,POCHO,16,RIO SEGUNDO,1
2011,2013,11,POCHO,17,ROQUE SAENZ PEÑA,1
2011,2013,11,POCHO,20,SAN JUSTO,1
2011,2013,11,POCHO,21,SANTA MARIA,1
2011,2013,11,POCHO,24,TOTORAL,1
2011,2013,11,POCHO,25,TULUMBA,1
2011,2013,11,POCHO,26,UNION,1
2011,2013,11,POCHO,5,GENERAL ROCA,1
2011,2013,11,POCHO,8,JUAREZ CELMAN,1
2011,2013,15,RIO SECO,10,MINAS,1
2011,2013,15,RIO SECO,11,POCHO,1
2011,2013,15,RIO SECO,5,GENERAL ROCA,1
2011,2013,15,RIO SECO,8,JUAREZ CELMAN,1
2011,2013,16,RIO SEGUNDO,10,MINAS,1
2011,2013,16,RIO SEGUNDO,11,POCHO,1
2011,2013,17,ROQUE SAENZ PEÑA,15,RIO SECO,1
2011,2013,18,SAN ALBERTO,22,SOBREMONTE,1
2011,2013,188,,13,RIO CUARTO,1
2011,2013,20,SAN JUSTO,10,MINAS,1
2011,2013,21,SANTA MARIA,22,SOBREMONTE,1
2011,2013,22,SOBREMONTE,14,RIO PRIMERO,1
2011,2013,22,SOBREMONTE,18,SAN ALBERTO,1
2011,2013,22,SOBREMONTE,8,JUAREZ CELMAN,1
2011,2013,23,TERCERO ARRIBA,22,SOBREMONTE,1
2011,2013,24,TOTORAL,11,POCHO,1
2011,2013,24,TOTORAL,17,ROQUE SAENZ PEÑA,1
2011,2013,24,TOTORAL,18,SAN ALBERTO,1
2011,2013,24,TOTORAL,22,SOBREMONTE,1
2011,2013,25,TULUMBA,11,POCHO,1
2011,2013,25,TULUMBA,18,SAN ALBERTO,1
2011,2013,25,TULUMBA,8,JUAREZ CELMAN,1
2011,2013,26,UNION,10,MINAS,1
2011,2013,26,UNION,11,POCHO,1
2011,2013,26,UNION,22,SOBREMONTE,1
2011,2013,5,GENERAL ROCA,10,MINAS,1
2011,2013,5,GENERAL ROCA,11,POCHO,1
2011,2013,5,GENERAL ROCA,15,RIO SECO,1
2011,2013,8,JUAREZ CELMAN,15,RIO SECO,1
2011,2013,8,JUAREZ CELMAN,25,TULUMBA,1
2011,2013,9,MARCOS JUAREZ,22,SOBREMONTE,1
2013,2015,1,CAPITAL,1,CAPITAL,968780
2013,2015,13,RIO CUARTO,13,RIO CUARTO,190256
2013,2015,3,COLON,3,COLON,164704
2013,2015,20,SAN JUSTO,20,SAN JUSTO,157963
2013,2015,12,PUNILLA,12,PUNILLA,134238
2013,2015,6,GRAL SAN MARTIN,6,GRAL SAN MARTIN,98959
2013,2015,23,TERCERO ARRIBA,23,TERCERO ARRIBA,87289
2013,2015,26,UNION,26,UNION,81762
2013,2015,9,MARCOS JUAREZ,9,MARCOS JUAREZ,79191
2013,2015,16,RIO SEGUNDO,16,RIO SEGUNDO,78554
2013,2015,21,SANTA MARIA,21,SANTA MARIA,71534
2013,2015,8,JUAREZ CELMAN,8,JUAREZ CELMAN,45499
2013,2015,4,CRUZ DEL EJE,4,CRUZ DEL EJE,39637
2013,2015,2,CALAMUCHITA,2,CALAMUCHITA,39112
2013,2015,19,SAN JAVIER,19,SAN JAVIER,38190
2013,2015,14,RIO PRIMERO,14,RIO PRIMERO,34549
2013,2015,17,ROQUE SAENZ PEÑA,17,ROQUE SAENZ PEÑA,27085
2013,2015,18,SAN ALBERTO,18,SAN ALBERTO,27066
2013,2015,5,GENERAL ROCA,5,GENERAL ROCA,25288
2013,2015,7,ISCHILIN,7,ISCHILIN,23575
2013,2015,1,CAPITAL,3,COLON,18738
2013,2015,24,TOTORAL,24,TOTORAL,13539
2013,2015,15,RIO SECO,15,RIO SECO,10516
2013,2015,25,TULUMBA,25,TULUMBA,10032
2013,2015,1,CAPITAL,21,SANTA MARIA,5764
2013,2015,1,CAPITAL,12,PUNILLA,5631
2013,2015,3,COLON,1,CAPITAL,5628
2013,2015,10,MINAS,10,MINAS,3820
2013,2015,11,POCHO,11,POCHO,3714
2013,2015,22,SOBREMONTE,22,SOBREMONTE,3415
2013,2015,12,PUNILLA,1,CAPITAL,2938
2013,2015,21,SANTA MARIA,1,CAPITAL,1649
2013,2015,20,SAN JUSTO,1,CAPITAL,1466
2013,2015,1,CAPITAL,4,CRUZ DEL EJE,1322
2013,2015,13,RIO CUARTO,1,CAPITAL,1262
2013,2015,1,CAPITAL,16,RIO SEGUNDO,1257
2013,2015,1,CAPITAL,14,RIO PRIMERO,1170
2013,2015,1,CAPITAL,20,SAN JUSTO,1089
2013,2015,1,CAPITAL,13,RIO CUARTO,1067
2013,2015,1,CAPITAL,2,CALAMUCHITA,1011
2013,2015,16,RIO SEGUNDO,1,CAPITAL,920
2013,2015,4,CRUZ DEL EJE,1,CAPITAL,894
2013,2015,18,SAN ALBERTO,19,SAN JAVIER,825
2013,2015,1,CAPITAL,23,TERCERO ARRIBA,802
2013,2015,26,UNION,6,GRAL SAN MARTIN,748
2013,2015,1,CAPITAL,6,GRAL SAN MARTIN,733
2013,2015,23,TERCERO ARRIBA,1,CAPITAL,733
2013,2015,1,CAPITAL,18,SAN ALBERTO,682
2013,2015,1,CAPITAL,19,SAN JAVIER,674
2013,2015,6,GRAL SAN MARTIN,1,CAPITAL,632
2013,2015,14,RIO PRIMERO,1,CAPITAL,620
2013,2015,1,CAPITAL,25,TULUMBA,605
2013,2015,26,UNION,1,CAPITAL,602
2013,2015,19,SAN JAVIER,18,SAN ALBERTO,574
2013,2015,8,JUAREZ CELMAN,13,RIO CUARTO,571
2013,2015,23,TERCERO ARRIBA,6,GRAL SAN MARTIN,568
2013,2015,3,COLON,12,PUNILLA,556
2013,2015,19,SAN JAVIER,1,CAPITAL,542
2013,2015,26,UNION,9,MARCOS JUAREZ,533
2013,2015,12,PUNILLA,4,CRUZ DEL EJE,526
2013,2015,13,RIO CUARTO,8,JUAREZ CELMAN,522
2013,2015,12,PUNILLA,3,COLON,517
2013,2015,3,COLON,24,TOTORAL,509
2013,2015,1,CAPITAL,7,ISCHILIN,508
2013,2015,12,PUNILLA,21,SANTA MARIA,504
2013,2015,9,MARCOS JUAREZ,26,UNION,484
2013,2015,2,CALAMUCHITA,1,CAPITAL,483
2013,2015,9,MARCOS JUAREZ,1,CAPITAL,477
2013,2015,7,ISCHILIN,1,CAPITAL,469
2013,2015,1,CAPITAL,26,UNION,462
2013,2015,18,SAN ALBERTO,1,CAPITAL,454
2013,2015,4,CRUZ DEL EJE,12,PUNILLA,454
2013,2015,1,CAPITAL,9,MARCOS JUAREZ,433
2013,2015,6,GRAL SAN MARTIN,26,UNION,426
2013,2015,1,CAPITAL,10,MINAS,425
2013,2015,23,TERCERO ARRIBA,2,CALAMUCHITA,410
2013,2015,16,RIO SEGUNDO,20,SAN JUSTO,374
2013,2015,13,RIO CUARTO,2,CALAMUCHITA,372
2013,2015,25,TULUMBA,1,CAPITAL,368
2013,2015,1,CAPITAL,24,TOTORAL,363
2013,2015,20,SAN JUSTO,12,PUNILLA,355
2013,2015,2,CALAMUCHITA,23,TERCERO ARRIBA,353
2013,2015,20,SAN JUSTO,16,RIO SEGUNDO,348
2013,2015,16,RIO SEGUNDO,6,GRAL SAN MARTIN,334
2013,2015,2,CALAMUCHITA,13,RIO CUARTO,318
2013,2015,6,GRAL SAN MARTIN,23,TERCERO ARRIBA,317
2013,2015,1,CAPITAL,15,RIO SECO,302
2013,2015,14,RIO PRIMERO,3,COLON,299
2013,2015,24,TOTORAL,3,COLON,278
2013,2015,15,RIO SECO,1,CAPITAL,269
2013,2015,3,COLON,21,SANTA MARIA,269
2013,2015,21,SANTA MARIA,12,PUNILLA,262
2013,2015,20,SAN JUSTO,6,GRAL SAN MARTIN,259
2013,2015,8,JUAREZ CELMAN,6,GRAL SAN MARTIN,252
2013,2015,5,GENERAL ROCA,13,RIO CUARTO,251
2013,2015,8,JUAREZ CELMAN,1,CAPITAL,245
2013,2015,20,SAN JUSTO,3,COLON,244
2013,2015,16,RIO SEGUNDO,23,TERCERO ARRIBA,242
2013,2015,14,RIO PRIMERO,20,SAN JUSTO,240
2013,2015,17,ROQUE SAENZ PEÑA,1,CAPITAL,238
2013,2015,1,CAPITAL,11,POCHO,236
2013,2015,13,RIO CUARTO,23,TERCERO ARRIBA,229
2013,2015,23,TERCERO ARRIBA,13,RIO CUARTO,228
2013,2015,20,SAN JUSTO,14,RIO PRIMERO,227
2013,2015,17,ROQUE SAENZ PEÑA,13,RIO CUARTO,224
2013,2015,21,SANTA MARIA,16,RIO SEGUNDO,224
2013,2015,14,RIO PRIMERO,16,RIO SEGUNDO,219
2013,2015,3,COLON,4,CRUZ DEL EJE,219
2013,2015,3,COLON,14,RIO PRIMERO,216
2013,2015,3,COLON,20,SAN JUSTO,202
2013,2015,24,TOTORAL,1,CAPITAL,199
2013,2015,4,CRUZ DEL EJE,3,COLON,199
2013,2015,21,SANTA MARIA,2,CALAMUCHITA,197
2013,2015,21,SANTA MARIA,3,COLON,195
2013,2015,1,CAPITAL,8,JUAREZ CELMAN,191
2013,2015,12,PUNILLA,20,SAN JUSTO,190
2013,2015,23,TERCERO ARRIBA,16,RIO SEGUNDO,190
2013,2015,7,ISCHILIN,4,CRUZ DEL EJE,189
2013,2015,16,RIO SEGUNDO,3,COLON,188
2013,2015,6,GRAL SAN MARTIN,16,RIO SEGUNDO,185
2013,2015,9,MARCOS JUAREZ,6,GRAL SAN MARTIN,185
2013,2015,13,RIO CUARTO,3,COLON,182
2013,2015,7,ISCHILIN,3,COLON,181
2013,2015,16,RIO SEGUNDO,21,SANTA MARIA,179
2013,2015,26,UNION,13,RIO CUARTO,176
2013,2015,4,CRUZ DEL EJE,10,MINAS,174
2013,2015,10,MINAS,4,CRUZ DEL EJE,169
2013,2015,5,GENERAL ROCA,1,CAPITAL,168
2013,2015,13,RIO CUARTO,12,PUNILLA,167
2013,2015,13,RIO CUARTO,5,GENERAL ROCA,167
2013,2015,3,COLON,7,ISCHILIN,166
2013,2015,6,GRAL SAN MARTIN,8,JUAREZ CELMAN,164
2013,2015,8,JUAREZ CELMAN,23,TERCERO ARRIBA,163
2013,2015,3,COLON,16,RIO SEGUNDO,161
2013,2015,23,TERCERO ARRIBA,8,JUAREZ CELMAN,158
2013,2015,2,CALAMUCHITA,21,SANTA MARIA,150
2013,2015,12,PUNILLA,13,RIO CUARTO,147
2013,2015,3,COLON,13,RIO CUARTO,146
2013,2015,13,RIO CUARTO,17,ROQUE SAENZ PEÑA,142
2013,2015,13,RIO CUARTO,20,SAN JUSTO,141
2013,2015,12,PUNILLA,6,GRAL SAN MARTIN,139
2013,2015,20,SAN JUSTO,13,RIO CUARTO,139
2013,2015,10,MINAS,1,CAPITAL,138
2013,2015,16,RIO SEGUNDO,14,RIO PRIMERO,138
2013,2015,13,RIO CUARTO,6,GRAL SAN MARTIN,137
2013,2015,6,GRAL SAN MARTIN,12,PUNILLA,136
2013,2015,1,CAPITAL,17,ROQUE SAENZ PEÑA,134
2013,2015,16,RIO SEGUNDO,12,PUNILLA,134
2013,2015,6,GRAL SAN MARTIN,20,SAN JUSTO,132
2013,2015,23,TERCERO ARRIBA,3,COLON,131
2013,2015,18,SAN ALBERTO,11,POCHO,128
2013,2015,5,GENERAL ROCA,17,ROQUE SAENZ PEÑA,125
2013,2015,26,UNION,8,JUAREZ CELMAN,122
2013,2015,6,GRAL SAN MARTIN,13,RIO CUARTO,121
2013,2015,12,PUNILLA,10,MINAS,120
2013,2015,20,SAN JUSTO,21,SANTA MARIA,118
2013,2015,6,GRAL SAN MARTIN,3,COLON,118
2013,2015,13,RIO CUARTO,26,UNION,117
2013,2015,26,UNION,16,RIO SEGUNDO,117
2013,2015,8,JUAREZ CELMAN,26,UNION,115
2013,2015,3,COLON,2,CALAMUCHITA,114
2013,2015,25,TULUMBA,3,COLON,113
2013,2015,3,COLON,25,TULUMBA,113
2013,2015,4,CRUZ DEL EJE,7,ISCHILIN,113
2013,2015,15,RIO SECO,3,COLON,112
2013,2015,13,RIO CUARTO,21,SANTA MARIA,108
2013,2015,9,MARCOS JUAREZ,12,PUNILLA,107
2013,2015,23,TERCERO ARRIBA,12,PUNILLA,105
2013,2015,26,UNION,3,COLON,104
2013,2015,9,MARCOS JUAREZ,3,COLON,104
2013,2015,1,CAPITAL,22,SOBREMONTE,102
2013,2015,22,SOBREMONTE,1,CAPITAL,102
2013,2015,15,RIO SECO,25,TULUMBA,101
2013,2015,21,SANTA MARIA,13,RIO CUARTO,101
2013,2015,23,TERCERO ARRIBA,21,SANTA MARIA,96
2013,2015,11,POCHO,18,SAN ALBERTO,95
2013,2015,12,PUNILLA,2,CALAMUCHITA,94
2013,2015,11,POCHO,1,CAPITAL,93
2013,2015,25,TULUMBA,15,RIO SECO,93
2013,2015,3,COLON,23,TERCERO ARRIBA,93
2013,2015,12,PUNILLA,23,TERCERO ARRIBA,92
2013,2015,12,PUNILLA,9,MARCOS JUAREZ,91
2013,2015,12,PUNILLA,16,RIO SEGUNDO,90
2013,2015,6,GRAL SAN MARTIN,9,MARCOS JUAREZ,90
2013,2015,17,ROQUE SAENZ PEÑA,5,GENERAL ROCA,89
2013,2015,18,SAN ALBERTO,12,PUNILLA,89
2013,2015,25,TULUMBA,7,ISCHILIN,89
2013,2015,11,POCHO,19,SAN JAVIER,87
2013,2015,21,SANTA MARIA,23,TERCERO ARRIBA,87
2013,2015,9,MARCOS JUAREZ,13,RIO CUARTO,87
2013,2015,12,PUNILLA,18,SAN ALBERTO,86
2013,2015,26,UNION,12,PUNILLA,86
2013,2015,13,RIO CUARTO,19,SAN JAVIER,85
2013,2015,14,RIO PRIMERO,12,PUNILLA,85
2013,2015,20,SAN JUSTO,23,TERCERO ARRIBA,85
2013,2015,3,COLON,6,GRAL SAN MARTIN,85
2013,2015,3,COLON,15,RIO SECO,84
2013,2015,1,CAPITAL,5,GENERAL ROCA,83
2013,2015,23,TERCERO ARRIBA,26,UNION,83
2013,2015,26,UNION,23,TERCERO ARRIBA,83
2013,2015,26,UNION,20,SAN JUSTO,82
2013,2015,3,COLON,26,UNION,82
2013,2015,3,COLON,18,SAN ALBERTO,80
2013,2015,2,CALAMUCHITA,3,COLON,78
2013,2015,7,ISCHILIN,12,PUNILLA,77
2013,2015,19,SAN JAVIER,13,RIO CUARTO,76
2013,2015,20,SAN JUSTO,26,UNION,76
2013,2015,16,RIO SEGUNDO,26,UNION,75
2013,2015,13,RIO CUARTO,9,MARCOS JUAREZ,74
2013,2015,21,SANTA MARIA,20,SAN JUSTO,74
2013,2015,3,COLON,19,SAN JAVIER,74
2013,2015,6,GRAL SAN MARTIN,2,CALAMUCHITA,74
2013,2015,9,MARCOS JUAREZ,20,SAN JUSTO,74
2013,2015,12,PUNILLA,26,UNION,71
2013,2015,19,SAN JAVIER,3,COLON,71
2013,2015,23,TERCERO ARRIBA,20,SAN JUSTO,68
2013,2015,12,PUNILLA,19,SAN JAVIER,67
2013,2015,12,PUNILLA,14,RIO PRIMERO,66
2013,2015,20,SAN JUSTO,9,MARCOS JUAREZ,66
2013,2015,14,RIO PRIMERO,24,TOTORAL,64
2013,2015,25,TULUMBA,24,TOTORAL,64
2013,2015,13,RIO CUARTO,16,RIO SEGUNDO,63
2013,2015,7,ISCHILIN,24,TOTORAL,63
2013,2015,18,SAN ALBERTO,3,COLON,62
2013,2015,19,SAN JAVIER,12,PUNILLA,62
2013,2015,26,UNION,17,ROQUE SAENZ PEÑA,62
2013,2015,7,ISCHILIN,25,TULUMBA,61
2013,2015,6,GRAL SAN MARTIN,21,SANTA MARIA,60
2013,2015,16,RIO SEGUNDO,13,RIO CUARTO,59
2013,2015,9,MARCOS JUAREZ,23,TERCERO ARRIBA,59
2013,2015,12,PUNILLA,7,ISCHILIN,58
2013,2015,2,CALAMUCHITA,12,PUNILLA,57
2013,2015,17,ROQUE SAENZ PEÑA,8,JUAREZ CELMAN,56
2013,2015,26,UNION,2,CALAMUCHITA,56
2013,2015,3,COLON,9,MARCOS JUAREZ,55
2013,2015,23,TERCERO ARRIBA,9,MARCOS JUAREZ,54
2013,2015,3,COLON,10,MINAS,54
2013,2015,17,ROQUE SAENZ PEÑA,26,UNION,53
2013,2015,20,SAN JUSTO,2,CALAMUCHITA,52
2013,2015,14,RIO PRIMERO,23,TERCERO ARRIBA,51
2013,2015,16,RIO SEGUNDO,9,MARCOS JUAREZ,51
2013,2015,9,MARCOS JUAREZ,16,RIO SEGUNDO,51
2013,2015,24,TOTORAL,7,ISCHILIN,50
2013,2015,12,PUNILLA,11,POCHO,48
2013,2015,10,MINAS,12,PUNILLA,46
2013,2015,14,RIO PRIMERO,21,SANTA MARIA,46
2013,2015,21,SANTA MARIA,14,RIO PRIMERO,46
2013,2015,3,COLON,11,POCHO,45
2013,2015,4,CRUZ DEL EJE,21,SANTA MARIA,45
2013,2015,18,SAN ALBERTO,13,RIO CUARTO,44
2013,2015,21,SANTA MARIA,4,CRUZ DEL EJE,44
2013,2015,8,JUAREZ CELMAN,17,ROQUE SAENZ PEÑA,44
2013,2015,2,CALAMUCHITA,6,GRAL SAN MARTIN,42
2013,2015,26,UNION,21,SANTA MARIA,42
2013,2015,8,JUAREZ CELMAN,9,MARCOS JUAREZ,42
2013,2015,24,TOTORAL,25,TULUMBA,41
2013,2015,9,MARCOS JUAREZ,21,SANTA MARIA,41
2013,2015,15,RIO SECO,24,TOTORAL,40
2013,2015,21,SANTA MARIA,6,GRAL SAN MARTIN,40
2013,2015,24,TOTORAL,14,RIO PRIMERO,40
2013,2015,8,JUAREZ CELMAN,2,CALAMUCHITA,40
2013,2015,9,MARCOS JUAREZ,2,CALAMUCHITA,39
2013,2015,19,SAN JAVIER,8,JUAREZ CELMAN,38
2013,2015,17,ROQUE SAENZ PEÑA,12,PUNILLA,36
2013,2015,22,SOBREMONTE,15,RIO SECO,36
2013,2015,8,JUAREZ CELMAN,16,RIO SEGUNDO,36
2013,2015,14,RIO PRIMERO,6,GRAL SAN MARTIN,35
2013,2015,11,POCHO,12,PUNILLA,33
2013,2015,4,CRUZ DEL EJE,16,RIO SEGUNDO,33
2013,2015,8,JUAREZ CELMAN,3,COLON,33
2013,2015,9,MARCOS JUAREZ,8,JUAREZ CELMAN,33
2013,2015,16,RIO SEGUNDO,4,CRUZ DEL EJE,32
2013,2015,20,SAN JUSTO,19,SAN JAVIER,32
2013,2015,7,ISCHILIN,21,SANTA MARIA,32
2013,2015,9,MARCOS JUAREZ,17,ROQUE SAENZ PEÑA,32
2013,2015,2,CALAMUCHITA,20,SAN JUSTO,31
2013,2015,25,TULUMBA,14,RIO PRIMERO,31
2013,2015,4,CRUZ DEL EJE,20,SAN JUSTO,31
2013,2015,6,GRAL SAN MARTIN,14,RIO PRIMERO,31
2013,2015,11,POCHO,10,MINAS,30
2013,2015,12,PUNILLA,24,TOTORAL,30
2013,2015,18,SAN ALBERTO,2,CALAMUCHITA,30
2013,2015,19,SAN JAVIER,11,POCHO,30
2013,2015,25,TULUMBA,12,PUNILLA,30
2013,2015,4,CRUZ DEL EJE,6,GRAL SAN MARTIN,30
2013,2015,10,MINAS,11,POCHO,29
2013,2015,14,RIO PRIMERO,4,CRUZ DEL EJE,29
2013,2015,15,RIO SECO,21,SANTA MARIA,29
2013,2015,24,TOTORAL,12,PUNILLA,29
2013,2015,26,UNION,19,SAN JAVIER,29
2013,2015,6,GRAL SAN MARTIN,4,CRUZ DEL EJE,29
2013,2015,8,JUAREZ CELMAN,12,PUNILLA,29
